state,gender,year,name,number
TX,M,1982,Jose,2184
TX,M,1982,William,1785
TX,M,1982,Charles,1158
TX,M,1983,Christopher,4971
TX,M,1983,Michael,4455
TX,M,1983,David,3105
TX,M,1983,James,2940
TX,M,1983,John,2833
TX,M,1983,Robert,2453
TX,M,1983,Daniel,2400
TX,M,1983,Jose,2181
TX,M,1983,William,1751
TX,M,1983,Charles,1085
TX,M,1984,Christopher,4972
TX,M,1984,Michael,4473
TX,M,1984,David,3136
TX,M,1984,James,2870
TX,M,1984,John,2868
TX,M,1984,Daniel,2538
TX,M,1984,Robert,2526
TX,M,1984,Jose,2114
TX,M,1984,William,1889
TX,M,1984,Charles,1038
TX,M,1985,Christopher,4985
TX,M,1985,Michael,4162
TX,M,1985,David,3061
TX,M,1985,James,2899
TX,M,1985,John,2788
TX,M,1985,Daniel,2747
TX,M,1985,Robert,2521
TX,M,1985,Jose,2262
TX,M,1985,William,1858
TX,M,1985,Charles,992
TX,M,1986,Christopher,4644
TX,M,1986,Michael,3987
TX,M,1986,David,3013
TX,M,1986,James,2661
TX,M,1986,John,2652
TX,M,1986,Daniel,2539
TX,M,1986,Robert,2317
TX,M,1986,Jose,2177
TX,M,1986,William,1739
TX,M,1986,Charles,961
TX,M,1987,Christopher,4280
TX,M,1987,Michael,3990
TX,M,1987,David,2881
TX,M,1987,John,2493
TX,M,1987,Daniel,2406
TX,M,1987,James,2328
TX,M,1987,Robert,2264
TX,M,1987,Jose,2177
TX,M,1987,William,1616
TX,M,1987,Charles,919
TX,M,1988,Christopher,4019
TX,M,1988,Michael,4008
TX,M,1988,David,2781
TX,M,1988,John,2415
TX,M,1988,James,2286
TX,M,1988,Daniel,2237
TX,M,1988,Robert,2150
TX,M,1988,Jose,2103
TX,M,1988,William,1637
TX,M,1988,Charles,887
TX,M,1989,Christopher,4060
TX,M,1989,Michael,3952
TX,M,1989,David,2589
TX,M,1989,John,2419
TX,M,1989,James,2308
TX,M,1989,Jose,2294
TX,M,1989,Daniel,2225
TX,M,1989,Robert,2040
TX,M,1989,William,1666
TX,M,1989,Charles,869
TX,M,1990,Michael,4054
TX,M,1990,Christopher,3906
TX,M,1990,David,2626
TX,M,1990,Jose,2450
TX,M,1990,Daniel,2332
TX,M,1990,John,2288
TX,M,1990,James,2207
TX,M,1990,Robert,2022
TX,M,1990,William,1602
TX,M,1990,Charles,796
TX,M,1991,Michael,3796
TX,M,1991,Christopher,3547
TX,M,1991,Jose,2568
TX,M,1991,David,2443
TX,M,1991,John,2321
TX,M,1991,Daniel,2229
TX,M,1991,James,2048
TX,M,1991,Robert,1873
TX,M,1991,William,1528
TX,M,1991,Charles,815
TX,M,1992,Michael,3263
TX,M,1992,Christopher,3243
TX,M,1992,Jose,2608
TX,M,1992,David,2250
TX,M,1992,John,2139
TX,M,1992,Daniel,2056
TX,M,1992,James,1988
TX,M,1992,Robert,1651
TX,M,1992,William,1553
TX,M,1992,Charles,736
TX,M,1993,Michael,3172
TX,M,1993,Christopher,2939
TX,M,1993,Jose,2705
TX,M,1993,David,2236
TX,M,1993,Daniel,2134
TX,M,1993,John,2046
TX,M,1993,James,1783
TX,M,1993,Robert,1642
TX,M,1993,William,1478
TX,M,1993,Charles,693
TX,M,1994,Michael,2869
TX,M,1994,Christopher,2868
TX,M,1994,Jose,2759
TX,M,1994,Daniel,2227
TX,M,1994,David,2092
TX,M,1994,John,1971
TX,M,1994,James,1732
TX,M,1994,Robert,1490
TX,M,1994,William,1487
TX,M,1994,Charles,643
TX,M,1995,Michael,2753
TX,M,1995,Christopher,2684
TX,M,1995,Jose,2661
TX,M,1995,Daniel,2100
TX,M,1995,David,2000
TX,M,1995,John,1918
TX,M,1995,James,1554
TX,M,1995,William,1451
TX,M,1995,Robert,1339
TX,M,1995,Charles,594
TX,M,1996,Jose,2825
TX,M,1996,Christopher,2802
TX,M,1996,Michael,2601
TX,M,1996,David,2183
TX,M,1996,Daniel,2034
TX,M,1996,John,1812
TX,M,1996,James,1492
TX,M,1996,William,1452
TX,M,1996,Robert,1391
TX,M,1996,Charles,572
TX,M,1997,Jose,2934
TX,M,1997,Michael,2713
TX,M,1997,Christopher,2549
TX,M,1997,David,2089
TX,M,1997,Daniel,2078
TX,M,1997,John,1689
TX,M,1997,James,1469
TX,M,1997,William,1370
TX,M,1997,Robert,1208
TX,M,1997,Charles,540
TX,M,1998,Jose,2930
TX,M,1998,Michael,2644
TX,M,1998,Christopher,2510
TX,M,1998,David,2058
TX,M,1998,Daniel,1986
TX,M,1998,John,1709
TX,M,1998,William,1492
TX,M,1998,James,1450
TX,M,1998,Robert,1175
TX,M,1998,Charles,537
TX,M,1999,Jose,2940
TX,M,1999,Michael,2662
TX,M,1999,Christopher,2385
TX,M,1999,Daniel,2082
TX,M,1999,David,1972
TX,M,1999,John,1692
TX,M,1999,James,1382
TX,M,1999,William,1374
TX,M,1999,Robert,1144
TX,M,1999,Charles,518
TX,M,2000,Jose,3097
TX,M,2000,Michael,2437
TX,M,2000,Christopher,2268
TX,M,2000,Daniel,2121
TX,M,2000,David,2007
TX,M,2000,John,1636
TX,M,2000,William,1489
TX,M,2000,James,1295
TX,M,2000,Robert,1109
TX,M,2000,Charles,528
TX,M,2001,Jose,2919
TX,M,2001,Michael,2290
TX,M,2001,Christopher,2202
TX,M,2001,David,2054
TX,M,2001,Daniel,2009
TX,M,2001,John,1619
TX,M,2001,William,1474
TX,M,2001,James,1241
TX,M,2001,Robert,1035
TX,M,2001,Charles,501
TX,M,2002,Jose,3148
TX,M,2002,Michael,2183
TX,M,2002,Christopher,2143
TX,M,2002,Daniel,2117
TX,M,2002,David,1982
TX,M,2002,John,1509
TX,M,2002,William,1382
TX,M,2002,James,1279
TX,M,2002,Robert,995
TX,M,2002,Charles,509
TX,M,2003,Jose,2915
TX,M,2003,Michael,2116
TX,M,2003,Daniel,2112
TX,M,2003,Christopher,2084
TX,M,2003,David,1991
TX,M,2003,John,1450
TX,M,2003,William,1429
TX,M,2003,James,1196
TX,M,2003,Robert,958
TX,M,2003,Charles,557
TX,M,2004,Jose,2898
TX,M,2004,Daniel,2088
TX,M,2004,David,2071
TX,M,2004,Christopher,2035
TX,M,2004,Michael,1997
TX,M,2004,John,1483
TX,M,2004,William,1425
TX,M,2004,James,1151
TX,M,2004,Robert,946
TX,M,2004,Charles,441
TX,M,2005,Jose,2808
TX,M,2005,Daniel,2104
TX,M,2005,Christopher,2036
TX,M,2005,David,2033
TX,M,2005,Michael,1928
TX,M,2005,John,1471
TX,M,2005,William,1374
TX,M,2005,James,1209
TX,M,2005,Robert,932
TX,M,2005,Charles,501
TX,M,2006,Jose,2657
TX,M,2006,Daniel,2153
TX,M,2006,Christopher,2137
TX,M,2006,David,2036
TX,M,2006,Michael,1861
TX,M,2006,John,1355
TX,M,2006,William,1313
TX,M,2006,James,1194
TX,M,2006,Robert,877
TX,M,2006,Charles,533
TX,M,2007,Jose,2583
TX,M,2007,Daniel,2226
TX,M,2007,Christopher,2172
TX,M,2007,David,1940
TX,M,2007,Michael,1799
TX,M,2007,William,1388
TX,M,2007,John,1340
TX,M,2007,James,1126
TX,M,2007,Robert,894
TX,M,2007,Charles,492
TX,M,2008,Jose,2357
TX,M,2008,Daniel,2068
TX,M,2008,Christopher,1976
TX,M,2008,David,1947
TX,M,2008,Michael,1802
TX,M,2008,William,1327
TX,M,2008,John,1195
TX,M,2008,James,1194
TX,M,2008,Robert,811
TX,M,2008,Charles,481
TX,M,2009,Jose,2264
TX,M,2009,Daniel,1996
TX,M,2009,Christopher,1866
TX,M,2009,David,1865
TX,M,2009,Michael,1693
TX,M,2009,William,1390
TX,M,2009,John,1127
